SKU;Nazov;Cena;Pocet_ks;URL
P377579;MusicNomad MN271  Acousti-Lok Strap Lock Adapter pro metrický závit kabelového jacku;573,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zamky-na-remeny/MusicNomad-MN271-Acousti-Lok-Strap-Lock-Adapter-pro-metricky-zavit-kabeloveho-jacku
P377580;MusicNomad MN272  Acousti-Lok Strap Lock Adapter pro TAYLOR® kytary s 9V EXPRESSION SYSTEM® bateriovým boxem;698,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zamky-na-remeny/MusicNomad-MN272-Acousti-Lok-Strap-Lock-Adapter-pro-TAYLOR-R-kytary-s-9V-EXPRESSION-SYSTEM-R-bateriovym-boxem
P377581;MJ023X MusicMan - JP MAJESTY LARGE KNOB BLACK FINISH - knob na potencimetr MM John Petrucci Majesty - 1ks;250,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/MJ023X-MusicMan-JP-MAJESTY-LARGE-KNOB-BLACK-FINISH-knob-na-potencimetr-MM-John-Petrucci-Majesty-1ks
P377596;PETERSON StroboStomp HD - pedálová ladička;3550,0Kč;0;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/PETERSON-StroboStomp-HD-pedalova-ladicka
P377598;4603 Ernie Ball Strap Blocks 4-Pack - Black / Red - gumové podložky na pás - 4ks;121,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zamky-na-remeny/4603-Ernie-Ball-Strap-Blocks-4-Pack-Black-Red-gumove-podlozky-na-pas-4ks
P377606;Hercules GS415B Plus - univerzální uzamykatelný stojan na kytaru - 1ks;1090,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-GS415B-Plus-univerzalni-uzamykatelny-stojan-na-kytaru-1ks
P377618;4609 Ernie Ball Albuquerque Blue Jacquard Strap - kytarový pás;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/4609-Ernie-Ball-Albuquerque-Blue-Jacquard-Strap-kytarovy-pas
P377619;4613 Ernie Ball Peace Love Dove Jacquard Strap - kytarový pás;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/4613-Ernie-Ball-Peace-Love-Dove-Jacquard-Strap-kytarovy-pas
P377623;4639 Ernie Ball Taos Fire Red Jacquard Strap - kytarový pás;564,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/4639-Ernie-Ball-Taos-Fire-Red-Jacquard-Strap-kytarovy-pas
P377628;4667 Ernie Ball Redbird Rising Jacquard Strap - kytarový pás;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/4667-Ernie-Ball-Redbird-Rising-Jacquard-Strap-kytarovy-pas
P377630;4669 Ernie Ball Blackjack Red Jacquard Strap - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/4669-Ernie-Ball-Blackjack-Red-Jacquard-Strap-kytarovy-pas-1ks
P377631;4673 Ernie Ball Olive Canvas Strap - kytarový popruh - 1ks;680,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/4673-Ernie-Ball-Olive-Canvas-Strap-kytarovy-popruh-1ks
P377636;"6220 Ernie Ball 3"" Flat Ribbon Patch Cable 3-Pack 7.62cm - 3ks";665,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6220-Ernie-Ball-3-Flat-Ribbon-Patch-Cable-3-Pack-7-62cm-3ks
P377637;6221 Ernie Ball 6” Flat Ribbon Patch Cable 3-Pack 15.24cm - 3ks;708,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6221-Ernie-Ball-6-Flat-Ribbon-Patch-Cable-3-Pack-15-24cm-3ks
P377638;6222 Ernie Ball 12” Flat Ribbon Patch Cable 3-Pack 30.48cm - 3ks;874,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6222-Ernie-Ball-12-Flat-Ribbon-Patch-Cable-3-Pack-30-48cm-3ks
P377639;6224 Ernie Ball Flat Ribbon Patch Cables Pedalboard Multi-Pack - set propojovacích kabelů;2245,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6224-Ernie-Ball-Flat-Ribbon-Patch-Cables-Pedalboard-Multi-Pack-set-propojovacich-kabelu
P377640;6225 Ernie Ball 3” Single Flat Ribbon Patch Cable 7.62cm - 1ks;250,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6225-Ernie-Ball-3-Single-Flat-Ribbon-Patch-Cable-7-62cm-1ks
P377641;6226 Ernie Ball 6” Single Flat Ribbon Patch Cable 15.24cm - 1ks;313,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6226-Ernie-Ball-6-Single-Flat-Ribbon-Patch-Cable-15-24cm-1ks
P377642;6227 Ernie Ball 12” Single Flat Ribbon Patch Cable 30.48cm - 1ks;403,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6227-Ernie-Ball-12-Single-Flat-Ribbon-Patch-Cable-30-48cm-1ks
P377643;6228 Ernie Ball 24” Single Flat Ribbon Patch Cable - propojovací kabel 60.96cm - 1ks;466,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6228-Ernie-Ball-24-Single-Flat-Ribbon-Patch-Cable-propojovaci-kabel-60-96cm-1ks
P377644;JOYO JMT-9001B - ladička s metronomem - 1ks;280,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/JOYO-JMT-9001B-ladicka-s-metronomem-1ks
P377645;JOYO JM-65 - metronom;250,0Kč;0;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/JOYO-JM-65-metronom
P377646;JOYO Multi-plug 5 - napájecí kabel;79,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/JOYO-Multi-plug-5-napajeci-kabel
P377650;Bespeco SLJJ300 - nástrojový kabel rovný / rovný jack 3m - 1ks;189,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Bespeco-SLJJ300-nastrojovy-kabel-rovny-rovny-jack-3m-1ks
P377651;Hill Hidersine 12VJ Junior Rosin  - kalafuna;99,0Kč;0;https://www.rockster.cz/Orchestr/Hill-Hidersine-12VJ-Junior-Rosin-kalafuna
P377652;Hercules GS432B Plus - stojan na tři nástroje - 1ks;2360,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-GS432B-Plus-stojan-na-tri-nastroje-1ks
P377653;MusicNomad MN125 F-ONE Unfinished Fretboard Care Kit - Oil, Brush, Cloth - set nástrojů na čištění hmatníku a pražců;573,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Cistici-prostredky/MusicNomad-MN125-F-ONE-Unfinished-Fretboard-Care-Kit-Oil-Brush-Cloth-set-nastroju-na-cisteni-hmatniku-a-prazcu
P377660;Janicek D-GRIP Standard 0.38 - kytarové trsátko 1ks;22,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Janicek-D-GRIP-Standard-0-38-kytarove-trsatko-1ks
P377661;Joyo JMT- 03 - ladička s metronomem;299,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/Joyo-JMT-03-ladicka-s-metronomem
P377662;KURZWEIL KP100 - Klávesy s dynamikou úhozu;6300,0Kč;0;https://www.rockster.cz/Orchestr/Digitalni-piana/KURZWEIL-KP100-Klavesy-s-dynamikou-uhozu
P377663;Joyo Multi-plug 4 - napájecí kabílky;69,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/Joyo-Multi-plug-4-napajeci-kabilky
P377678;XOTIC Volume Pedal Low Impedance 25K - volume pedál pro nástroje s aktivní elektronikou;3990,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Volume-Pedal-Low-Impedance-25K-volume-pedal-pro-nastroje-s-aktivni-elektronikou
P377679;XOTIC Effects Soul Driven - Overdrive / Boost;3990,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-Soul-Driven-Overdrive-Boost
P377702;XOTIC Effects SL Drive - Overdrive - 1ks;3370,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-SL-Drive-Overdrive-1ks
P377703;XOTIC Voltage Doubler XVD-1b - adaptér pro efekty;890,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Voltage-Doubler-XVD-1b-adapter-pro-efekty
P371201;1028 Ernie Ball .008 RPS Reinforced Plain Electric Guitar Strings Single - 1ks;32,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1028-Ernie-Ball-008-RPS-Reinforced-Plain-Electric-Guitar-Strings-Single-1ks
P371202;1029 Ernie Ball .009 RPS Reinforced Plain Electric Guitar Strings Single - 1ks;32,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1029-Ernie-Ball-009-RPS-Reinforced-Plain-Electric-Guitar-Strings-Single-1ks
P371203;1030 Ernie Ball .010 RPS Reinforced Plain Electric Guitar Strings Single - 1ks;32,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1030-Ernie-Ball-010-RPS-Reinforced-Plain-Electric-Guitar-Strings-Single-1ks
P371204;1031 Ernie Ball .011 RPS Reinforced Plain Electric Guitar Strings Single - 1ks;32,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1031-Ernie-Ball-011-RPS-Reinforced-Plain-Electric-Guitar-Strings-Single-1ks
P371205;1032 Ernie Ball .012 RPS Reinforced Plain Electric Guitar Strings Single - 1ks;32,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1032-Ernie-Ball-012-RPS-Reinforced-Plain-Electric-Guitar-Strings-Single-1ks
P371206;1033 Ernie Ball .013 RPS Reinforced Plain Electric Guitar Strings Single - 1ks;32,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1033-Ernie-Ball-013-RPS-Reinforced-Plain-Electric-Guitar-Strings-Single-1ks
P371207;1034 Ernie Ball .014 RPS Reinforced Plain Electric Guitar Strings Single - 1ks;32,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1034-Ernie-Ball-014-RPS-Reinforced-Plain-Electric-Guitar-Strings-Single-1ks
P371299;1422 Ernie Ball Earthwood 80/20 Bronze .022w - samostatná ovinutá akustická struna - 1ks;44,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1422-Ernie-Ball-Earthwood-80-20-Bronze-022w-samostatna-ovinuta-akusticka-struna-1ks
P371340;1613 Ernie Ball - Nickel Wound Electric Bass String Single - .130 - jednotlivá basová struna - 1ks;313,0Kč;1;https://www.rockster.cz/Baskytary/Basove-struny/1613-Ernie-Ball-Nickel-Wound-Electric-Bass-String-Single-130-jednotliva-basova-struna-1ks
P371343;1625 Ernie Ball .125 Nickel Wound Electric Bass String Single - jednotlivá basová struna - 1ks;273,0Kč;1;https://www.rockster.cz/Baskytary/Basove-struny/1625-Ernie-Ball-125-Nickel-Wound-Electric-Bass-String-Single-jednotliva-basova-struna-1ks
P371359;1697 Ernie Ball .100 Nickel Wound Electric Bass String Single - jednotlivá basová struna .100 - 1ks;246,0Kč;1;https://www.rockster.cz/Baskytary/Basove-struny/1697-Ernie-Ball-100-Nickel-Wound-Electric-Bass-String-Single-jednotliva-basova-struna-100-1ks
P371360;1698 Ernie Ball .105 Nickel Wound Electric Bass String Single - jednotlivá basová struna .105 - 1ks;246,0Kč;1;https://www.rockster.cz/Baskytary/Basove-struny/1698-Ernie-Ball-105-Nickel-Wound-Electric-Bass-String-Single-jednotliva-basova-struna-105-1ks
P373800;10632 Ernie Ball .032 Cobalt Wound Electric Bass String Single - basová struna - 1ks;337,0Kč;1;https://www.rockster.cz/Baskytary/Basove-struny/10632-Ernie-Ball-032-Cobalt-Wound-Electric-Bass-String-Single-basova-struna-1ks
P375909;11075 Ernie Ball .075 WOUND CUSTOM TAPER - jednotlivá struna - 1ks;88,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/11075-Ernie-Ball-075-WOUND-CUSTOM-TAPER-jednotliva-struna-1ks
P375911;11090 Ernie Ball .090 WOUND CUSTOM TAPER - jednotlivá struna na elektrickou kytaru - 1ks;200,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/11090-Ernie-Ball-090-WOUND-CUSTOM-TAPER-jednotliva-struna-na-elektrickou-kytaru-1ks
P375912;11098 Ernie Ball  .105 Extra Long Scale Nickel Wound Electric Guitar Strings Single - jednotlivá struna na elektrickou kytaru - 1ks;248,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/11098-Ernie-Ball-105-Extra-Long-Scale-Nickel-Wound-Electric-Guitar-Strings-Single-jednotliva-struna-na-elektrickou-kytaru-1ks
P376326;D'Addario EXL110-7 Regular Light 7 string - .010 - .059 - struny na sedmistrunnou elektrickou kytaru - 1ks;250,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/D-Addario-EXL110-7-Regular-Light-7-string-010-059-struny-na-sedmistrunnou-elektrickou-kytaru-1ks
P376335;D'Addario EXL120-7 Super Light - .009 - .054 Nickel Wound- struny na sedmistrunnou elektrickou kytaru;230,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/D-Addario-EXL120-7-Super-Light-009-054-Nickel-Wound-struny-na-sedmistrunnou-elektrickou-kytaru
P376395;D´Addario EJ16 Phosphor Bronze Acoustic Light .012-.053 - struny na akustickou kytaru;280,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/DAddario-EJ16-Phosphor-Bronze-Acoustic-Light-012-053-struny-na-akustickou-kytaru
P377567;Sterling by MusicMan Guitar SUB - Cutlass CT30SSS - Daphne Blue - elektrická kytara - 1ks;12533,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-by-MusicMan-Guitar-SUB-Cutlass-CT30SSS-Daphne-Blue-elektricka-kytara-1ks
P377569;Sterling by MusicMan Guitar SUB - Cutlass CT30HSS - Vintage Cream - elektrická kytara - 1ks;12533,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-by-MusicMan-Guitar-SUB-Cutlass-CT30HSS-Vintage-Cream-elektricka-kytara-1ks
P377572;Sterling by MusicMan Guitar SUB StingRay Guitar - SR30 - Stealth Black - elektrická kytara - 1ks;14320,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-by-MusicMan-Guitar-SUB-StingRay-Guitar-SR30-Stealth-Black-elektricka-kytara-1ks
P377610;2211 Ernie Ball Mondo Slinky Nickel Wound struny na elektrickou kytaru 10.5 - 52 Gauge - struny na elektrickou kytaru;220,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/2211-Ernie-Ball-Mondo-Slinky-Nickel-Wound-struny-na-elektrickou-kytaru-10-5-52-Gauge-struny-na-elektrickou-kytaru
P377611;2216 Ernie Ball Skinny Top Beefy Bottom Slinky Nickel Wound struny na elektrickou kytaru 10 - 54 Gauge - struny na elektrickou kytaru;220,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/2216-Ernie-Ball-Skinny-Top-Beefy-Bottom-Slinky-Nickel-Wound-struny-na-elektrickou-kytaru-10-54-Gauge-struny-na-elektrickou-kytaru
P377612;2224 Ernie Ball Turbo Slinky Nickel Wound struny na elektrickou kytaru 9.5 - 46 Gauge - struny na elektrickou kytaru;206,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/2224-Ernie-Ball-Turbo-Slinky-Nickel-Wound-struny-na-elektrickou-kytaru-9-5-46-Gauge-struny-na-elektrickou-kytaru
P377613;2228 Ernie Ball Mighty Slinky Nickel Wound struny na elektrickou kytaru 8.5 - 40 Gauge - struny na elektrickou kytaru;206,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/2228-Ernie-Ball-Mighty-Slinky-Nickel-Wound-struny-na-elektrickou-kytaru-8-5-40-Gauge-struny-na-elektrickou-kytaru
P377614;2229 Ernie Ball Hyper Slinky Nickel Wound Electric Guitar Strings .008 - .042 - struny na elektrickou kytaru - 1ks;206,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/2229-Ernie-Ball-Hyper-Slinky-Nickel-Wound-Electric-Guitar-Strings-008-042-struny-na-elektrickou-kytaru-1ks
P377617;2841 Hyper Slinky Bass Nickel Wound Electric Bass Strings 40 - 100 Gauge - struny na basovou kytaru;535,0Kč;1;https://www.rockster.cz/Baskytary/Basove-struny/2841-Hyper-Slinky-Bass-Nickel-Wound-Electric-Bass-Strings-40-100-Gauge-struny-na-basovou-kytaru
P377620;4617 Ernie Ball Alpine Meadow Jacquard Strap - kytarový pás;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/4617-Ernie-Ball-Alpine-Meadow-Jacquard-Strap-kytarovy-pas
P377632;Ernie Ball 6200 Volume Pedal Tuner  VPJR White - volume pedal s chromatickou ladičkou;10558,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/Ernie-Ball-6200-Volume-Pedal-Tuner-VPJR-White-volume-pedal-s-chromatickou-ladickou
P377633;Ernie Ball 6201 Volume Pedal Tuner VPJR Silver - volume pedál s chromatickou ladičkou;10558,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/Ernie-Ball-6201-Volume-Pedal-Tuner-VPJR-Silver-volume-pedal-s-chromatickou-ladickou
P377634;Ernie Ball 6202 Volume Pedal Tuner VPJR  Red - volume pedál s chromatickou ladičkou;10558,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/Ernie-Ball-6202-Volume-Pedal-Tuner-VPJR-Red-volume-pedal-s-chromatickou-ladickou
P377654;MusicNomad MN203 3 Super Soft Edgeless Microfiber Suede Polishing Cloth Pak - set tří kusů utěrek z mikrovlákna;299,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Cistici-prostredky/MusicNomad-MN203-3-Super-Soft-Edgeless-Microfiber-Suede-Polishing-Cloth-Pak-set-tri-kusu-uterek-z-mikrovlakna
P377655;MusicNomad MN229 Premium Guitar Tech Screwdriver and Wrench Set - set nářadí na seřízení nástroje;1492,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN229-Premium-Guitar-Tech-Screwdriver-and-Wrench-Set-set-naradi-na-serizeni-nastroje
P377674;XOTIC Effects Super Clean - Buffer / Boost;3580,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-Super-Clean-Buffer-Boost
P377675;XOTIC Effects Super Sweet - Booster;3390,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-Super-Sweet-Booster
P377676;XOTIC Effects  BB Preamp V1.5 - Overdrive / Preamp - kytarový efekt - 1ks;4500,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-BB-Preamp-V1-5-Overdrive-Preamp-kytarovy-efekt-1ks
P377681;XOTIC Effects RCB-V2 Booster Version 2 - Boost / Overdrive - 1ks;4750,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-RCB-V2-Booster-Version-2-Boost-Overdrive-1ks
P377704;Elixir Acoustic 80/20 Bronze Polyweb 11 / 52 - struny na akustickou kytaru;440,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/Elixir-Acoustic-80-20-Bronze-Polyweb-11-52-struny-na-akustickou-kytaru
P377705;BESPECO PYC2 - Reproduktorový kabel;255,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/BESPECO-PYC2-Reproduktorovy-kabel
P377706;D'ADDARIO EJ27H Hard Tension - Nylonové struny na klasickou kytaru;260,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/D-ADDARIO-EJ27H-Hard-Tension-Nylonove-struny-na-klasickou-kytaru
P377707;SOUNDSATION S-PP1P - foukací ladička;110,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/SOUNDSATION-S-PP1P-foukaci-ladicka
P377709;JOYO Multi-plug 8 - napájecí kabely;99,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/JOYO-Multi-plug-8-napajeci-kabely
P377712;Hercules DSP57WB  - zamykací držák pro housle / violu;520,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-DSP57WB-zamykaci-drzak-pro-housle-violu
P377717;Samson Q7 - dynamický mikrofon bez vypínače;1200,0Kč;1;https://www.rockster.cz/Zvuk/Mikrofony/Samson-Q7-dynamicky-mikrofon-bez-vypinace
P377727;ARNOLDS & SONS Sopran Cleaning - vytěrák na flétnu;59,0Kč;0;https://www.rockster.cz/Orchestr/Fletny/ARNOLDS-SONS-Sopran-Cleaning-vyterak-na-fletnu
P377732;JOYO JT-01 - klipová ladička;180,0Kč;0;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/JOYO-JT-01-klipova-ladicka
P377733;Kazoo Montford - plechové stříbrné barvy;89,0Kč;0;https://www.rockster.cz/Orchestr/Fletny/Kazoo-Montford-plechove-stribrne-barvy
P377734;Hercules GSP40WB Plus - držák na zeď;410,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-GSP40WB-Plus-drzak-na-zed
P377739;MusicNomad MN241 2 'n 1 Beyond Plush Players Cloth - ultra měkká utěrka z mikrovláknova na tělo a krk nástroje;249,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Cistici-prostredky/MusicNomad-MN241-2-n-1-Beyond-Plush-Players-Cloth-ultra-mekka-uterka-z-mikrovlaknova-na-telo-a-krk-nastroje
P377740;SAMSON Concert 288 Handheld I - duální bezdrátový set;6700,0Kč;1;https://www.rockster.cz/Zvuk/Bezdratove-systemy/SAMSON-Concert-288-Handheld-I-dualni-bezdratovy-set
P377747;Sterling by MusicMan StingRay5 HH Daphne Blue Limited - elektrická baskytara - 1ks;32800,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/Sterling-by-MusicMan-StingRay5-HH-Daphne-Blue-Limited-elektricka-baskytara-1ks
P377749;Varta 6F22 Longlife 9V - baterie - 1ks;90,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/Varta-6F22-Longlife-9V-baterie-1ks
P377751;"Boveda zvlhčovací sada na kytary BVMSK49-SM dvoucestná Humidity Control - malá
                              zvlhčovací sada pro stálou 49% vlhkost";574,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zvlhcovace/Boveda-zvlhcovaci-sada-na-kytary-BVMSK49-SM-dvoucestna-Humidity-Control-mala
P377752;Boveda B49-70-4P dvoucestná Humidity Control po 70g pro stálou vlhkost 49% pro kytary - 4ks;478,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zvlhcovace/Boveda-B49-70-4P-dvoucestna-Humidity-Control-po-70g-pro-stalou-vlhkost-49-pro-kytary-4ks
P377753;Boveda zvlhčovač na kytary B49-70-OWC dvoucestná Humidity Control balení 70g na udržení 49% vlhkosti - 1ks;116,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zvlhcovace/Boveda-zvlhcovac-na-kytary-B49-70-OWC-dvoucestna-Humidity-Control-baleni-70g-na-udrzeni-49-vlhkosti-1ks
P377754;Boveda zvlhčovač na kytary B49HA-40-OWC dvoucestná High Absorption Humidity Control 1ks 40g na udržení 49% vlhkosti -1ks;116,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zvlhcovace/Boveda-zvlhcovac-na-kytary-B49HA-40-OWC-dvoucestna-High-Absorption-Humidity-Control-1ks-40g-na-udrzeni-49-vlhkosti-1ks
P377755;"Boveda zvlhčovač B72-60-4P dvoucestná Humidity Control pro kytarové kufry na udržení 72% vlhkosti -1ks
                              zvlhčovací sada 4ks po 60g pro stálou 72% vlhkost";478,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zvlhcovace/Boveda-zvlhcovac-B72-60-4P-dvoucestna-Humidity-Control-pro-kytarove-kufry-na-udrzeni-72-vlhkosti-1ks
P377757;Voodoolab USA Dingbat LARGE pedalboard 66x40cm s napáječem Pedal Power Mondo a Gigbag;13300,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Pedalboardy/Voodoolab-USA-Dingbat-LARGE-pedalboard-66x40cm-s-napajecem-Pedal-Power-Mondo-a-Gigbag
P377758;6191 Ernie Ball  VOLT Power Supply - napájecí zdroj - 1ks;2697,8Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/6191-Ernie-Ball-VOLT-Power-Supply-napajeci-zdroj-1ks
P377759;Hercules DG400B - stojan na notebook;1790,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-DG400B-stojan-na-notebook
P377760;Elixir Acoustic Nanoweb 80/20 Bronze Medium /13-56/ - struny na akustickou kytaru;440,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/Elixir-Acoustic-Nanoweb-80-20-Bronze-Medium-13-56-struny-na-akustickou-kytaru
